rank,name,floor,_24h_vol,total_vol,owners,items
472,Realitic,2.95,0.0,2,81,186
473,The Phoenixes by Habit Nest,0.0197,0.0,3,"2,446",8.888
474,STEPNNFT,-,0.0,181,365,8.391
475,DCL Registrar,0.032,0.0,2,"14,163",38.252
476,Barn Owlz,0.0918,0.0,1,"1,245",3.000
477,DeHorizon,-,0.0,0,"2,316",12.001
478,Somnium Space Avatars,-,0.0,1,118,283
479,Stickmen Toys,0.0378,0.0,20,"3,094",5.000
480,MV3,0.39,0.0,9,"2,289",6.501
481,CryptoZombiez,-,0.0,0,959,5.555
482,Lost In The Devil Triangle,-,0.0,0,678,2.022
483,N3URAL1NK - Part 3 by NessGraphics,-,0.0,7,37,64
484,League of Kingdoms Resource,0.1,0.0,1,736,2.368
485,F1® Delta Time Inventory,-,0.0,1,"1,429",40.572
486,SuperGeisha,0.0195,0.0,4,"1,970",6.776
487,Ken Block's Hoonifox: The Miami Livery,-,0.0,0,17,23
488,Skulltoons,0.0061,0.0,5,"4,364",7.777
489,LAST ESSENCE,0.0897,0.0,1,"1,458",3.444
490,Grails II Mint Pass,-,0.0,6,1,1.174
491,CosmodinosOmega,0.05,0.0,15,"4,197",8.888
492,RektFolios,0.1,0.0,1,"4,776",10.000
493,Probably A Label,0.035,0.0,1,"3,234",5.555
494,DystopiansXYZ,-,0.0,0,2,2
495,Linagee Name Registrar Wrapper,0.003,0.0,1,"15,015",69.689
496,Vikings & Villagers,-,0.0,0,965,7.211
497,Teller NFT,-,0.0,0,363,2.152
498,Bulls and Apes Project - Genesis,0.798,0.0,45,"1,472",10.501
499,Furballs.com (Official),-,0.0,1,987,7.407
500,BearMarketBears,-,0.0,0,"3,130",9.995
501,Dapper Dinos,0.1,0.0,12,"3,920",9.997
502,Associated Press Medallion,-,0.0,0,27,35
503,StackedToadz,0.014,0.0,0,695,2.999
504,War Riders Gun,0.007,0.0,0,"1,264",14.269
505,Artifex,0.2,0.0,0,819,4.049
506,Mad Cat Militia Cattery,-,0.0,0,1,2
507,OneOnes,0.0765,0.0,25,"3,357",6.565
508,Peacefall,0.0097,0.0,58,"2,238",8.192
509,goopdoods by GOOPDUDE,0.0367,0.0,68,"3,223",8.000
510,Heavy Metal: Adrienne James Trading Card,-,0.0,0,18,18
511,FTC Official,0.035,0.0,41,"2,636",6.969
512,STRONG GOLD #443,-,0.0,49,"2,052",5.182
513,The Flower Girls,0.2,0.0,85,"4,090",9.999
514,Rollbots,-,0.0,0,68,10.000
515,The GOAT Society,0.069,0.0,1,"3,154",11.000
516,BlockCities,0.148,0.0,0,640,3.232
517,PUNKS 2: LONE-STAR Collector's Edition,-,0.0,5,704,750
518,Proof of Pepe,0.05,0.0,0,"1,520",5.000
519,KnightStory Item,0.03,0.0,0,"6,179",42.842
520,Blockparty,-,0.0,0,271,1.519
521,Cat & Mouse game,-,0.0,0,418,6.574
522,Bored Ape Comic Printing Press,-,0.0,0,1,3
523,The Lunartics,0.028,0.0,30,"5,140",9.998
524,Splat by Devotion,0.66,0.0,2,469,1.000
525,BEANZ Official,1.9,0.0,12.153,"7,294",19.950
526,Mutant Punks NFT,0.0061,0.0,1,"4,429",9.999
527,DeLorean: Into the Metaverse,-,0.0,0,90,104
528,CryptoMotors,-,0.0,0,248,559
529,Zimmy Raiders,0.01,0.0,4,"1,979",5.208
530,0bits,0.198,0.0,4,"2,926",7.132
531,dcl://mf_sammichgamer,-,0.0,0,110,285
532,Land DAO,-,0.0,0,121,256
533,Love Is Love,-,0.0,0,351,500
534,Impostors Genesis,0.72,0.0,637,"4,657",10.420
535,Forgotten Runes Infinity Veil,2.6,0.0,14,349,1
536,Typenauts,-,0.0,0,"1,159",3.000
537,Slumdoge Billionaires,-,0.0,0,"2,570",9.999
538,BASTARD GAN PUNKS V2,0.14,0.0,45,"2,792",11.305
539,Moose,0.01,0.0,0,944,10.000
540,dcl://dcg_collection,-,0.0,0,106,400
541,Project Kaito,0.007,0.0,0,"3,061",7.777
542,CryptoAssaultUnit,-,0.0,0,436,29.126
543,Voxel Ville,0.02,0.0,11,"1,508",5.003
544,"James Dean: ""Little Bastard"" Porsche",-,0.0,0,1,1
545,Aether,-,0.0,0,355,804
546,Fly Frogs,0.049,0.0,2,"3,791",9.999
547,Party Penguins,0.029,0.0,6,"3,933",9.999
548,Pirate,0.25,0.0,2,710,9.999
549,From the Fragments of Tezuka Osamu - Generative Art,-,0.0,1,"1,625",3.037
550,Spiral Frequencies,0.25,0.0,1,"2,987",6.315
551,tokenproof: Founder's Circle,0.2189,0.0,15,871,1.234
552,FoxGame,-,0.0,0,762,10.000
553,DarkSuperBunnies,0.059,0.0,0,"1,725",5.000
554,DiamondHands,0.0159,0.0,1,"2,244",11.110
555,Citizens of Bulliever Island,0.0962,0.0,21,"2,295",10.000
556,Card,-,0.0,0,"1,703",4.902
557,PixPanda,-,0.0,0,540,1.000
558,KawaiiMetaCollage,-,0.0,0,"1,241",5.555
559,dcl://community_contest,-,0.0,0,"1,491",9.676
560,Monster Ape Club,0.038,0.0,2.667,"3,665",7.998
561,Karafuru x HYPEBEAST x atmos,0.03,0.0,5,"5,499",9.151
562,AlphaDogs,0.0367,0.0,3,605,4.587
563,YOLOFOXNFT,0.05,0.0,0,786,2.269
564,SAN Origin,0.089,0.0,1,"2,164",10.000
565,Sad Girls Bar,0.038,0.0,38,"4,663",10.000
566,Glitches,0.0198,0.0,0,"2,744",5.000
567,Candy Robbers,0.03,0.0,0,"1,871",5.000
568,Women and Weapons,0.14,0.0,57,"5,837",9.999
569,VOX Series 3,0.32,0.0,52,"2,933",8.071
570,Tsuki,0.0902,0.0,28,"5,103",10.000
571,PILLS,-,0.0,4,613,1.622
572,[ Ledger ] Market Pass - Genesis Edition,0.1531,0.0,126,"7,881",10.000
573,Inhabitants: MintPass 2,0.13,0.0,41,"7,613",1
574,BVGARDEN,0.25,0.0,6,"2,176",4.444
575,The Memes by 6529,-,0.0,13,"5,505",52
576,Murakami.Flowers Seed,-,0.0,1.003,370,1
577,The 6 Brides of Lucifer by Billelis,-,0.0,0,14,61
578,Non-Fungible Heroes,0.039,0.0,8,"3,226",8.887
579,CLONE X MINT VIAL 🧪,11.5,0.0,778,286,7.558
580,Project 0xD38,0.0049,0.0,31,"2,998",10.000
581,G’EVOLs,0.1071,0.0,13,"3,451",8.888
582,Heroes,0.0816,0.0,4,805,3.334
583,Phil Ivey: King Card,-,0.0,0,14,16
584,dcl://wonderzone_meteorchaser,-,0.0,0,264,482
585,Moonswingers,0.008,0.0,0,"1,602",5.555
586,Bastard Penguins,0.01,0.0,0,"3,784",9.999
587,Party Bears,0.43,0.0,109,"3,920",9.669
588,9999 Luftballons,0.007,0.0,1,"1,877",9.683
589,Isekai Battle,-,0.0,0,637,6.499
590,Private Jet Pyjama Party,0.179,0.0,37,"2,235",5.267
591,Yokai Kingdom Genesis,0.028,0.0,11,"2,549",8.888
592,BALUBA,0.01,0.0,2,"2,774",10.000
593,LeprechaunTown_WTF,0.03,0.0,8,"2,038",7.777
594,Ken Block's Hoonifox: Smoky Donuts & FIRE,-,0.0,0,46,51
595,Sappy Seals,1.449,0.0,415,"2,106",10.000
596,DuDuLab NFT,0.051,0.0,3,"2,716",10.000
597,MoonCatMoments,-,0.0,0,3,63
598,OGCR,0.0532,0.0,39,"3,476",10.300
599,Flooz GEN-F,0.12,0.0,30,"4,007",10.000
600,MAX PAIN AND FRENS OPEN EDITION BURNS BY XCOPY,-,0.0,0,64,88
601,Hor1zon,0.011,0.0,2,"3,925",6.999
602,Scremlins,-,0.0,0,944,3.333
603,SympathyForTheDevils,0.02,0.0,0,"1,900",7.749
604,888 Inner Circle,-,0.0,131,"2,122",2
605,Okay Duck Yacht Club,0.0255,0.0,18,"2,123",5.555
606,Squiggly,-,0.0,0,53,100
607,gmDAO token,5.25,0.0,35,659,849
608,Borpacasso,0.45,0.0,0,"1,127",2.250
609,Galaxy Fight Club,0.12,0.0,91,"3,098",9.991
610,CryptoTrunks,0.04,0.0,1,"9,498",20.999
611,Snoop Dogg,0.2,0.0,0,"1,076",2.000
612,WOOSHI WORLD,0.0204,0.0,1,"4,478",11.110
613,PUNKS 2: KIKI Collector's Edition,0.0739,0.0,3,697,750
614,EXORIANS: CM21 MINT PASS,-,0.0,0,207,321
615,ChainbreakersPets,-,0.0,0,140,447
616,Forest Spirits by ZENFT,0.009,0.0,35,"2,806",8.888
617,Quirkies,1,0.0,1.047,"2,020",5.000
618,GM GN Industries By Degen Toonz,0.15,0.0,2,968,2
619,Suki Learns to Fly,0.0035,0.0,4,977,5.555
620,EpicEagles,0.03,0.0,0,"3,861",7.675
621,Everybody has Evil,-,0.0,0,234,314
622,The Potatoz,-,0.0,357,"4,173",9.999
623,Template,0.015,0.0,0,"2,029",8.992
624,Lucky Neko!,0.016,0.0,0,"1,704",6.500
625,The Possessed,0.0666,0.0,57,"5,630",10.000
626,OutSad Official,0.499,0.0,1,"2,827",5.000
627,SuperBunnies,0.089,0.0,0,"1,716",5.000
628,CrazySkullz,20,0.0,3,"2,768",10.000
629,BullsOnTheBlock,0.09,0.0,6,"2,136",10.000
630,Ether Orcs Genesis,0.2888,0.0,23,272,5.030
631,WonderPals,0.12,0.0,108,"6,136",10.000
632,"Lionel Messi: ""Man From Tomorrow""",-,0.0,0,67,75
633,WagmiUnited,0.145,0.0,9,"1,599",1
634,The Outsiders,0.6,0.0,66,60,3
635,Goblinland_wtf,0.005,0.0,0,"2,123",5.000
636,Arabian Camels,0.032,0.0,4,"3,189",12.009
637,Foundation,0.08,0.0,8,"18,423",133.018
638,PLAYER ONE (1P)-MetaOasis,1,0.0,0,545,1.229
639,Moonbears,0.1531,0.0,21,"1,176",3.556
640,PirateApes,0.5,0.0,1,"1,309",5.700
641,Lost Miners of the Ether,0.602,0.0,2,"4,939",10.000
642,GossApe Girl Official,0.08,0.0,16,"3,087",7.000
643,HENI Editions Deed - The Empresses,1.85,0.0,8,613,1.562
644,Neo Tokyo Part 4 Land Deeds,-,0.0,16,52,2.145
645,Feudalz,-,0.0,0,564,4.444
646,Imps by SuperNfty,0.169,0.0,5,"3,629",10.000
647,Leave Me Alone,0.014,0.0,33,"2,603",10.000
648,Todd James Art Party Official,0.1531,0.0,4,689,1.533
649,FV_ARIAX9// by Fvckrender,-,0.0,0,57,101
650,Gener8tive K-Compositions,2.5,0.0,4,132,250
651,Warriors of the Hollow Frost,0.0111,0.0,0,"3,248",8.888
652,Wizard Pass,-,0.0,1,"1,752",1
653,SUPERPLASTIC: HEADTRIPZ PILLZ,-,0.0,32,"1,628",3
654,Plot,0.2,0.0,1,"1,638",22.251
655,Shamanzs,-,0.0,3,111,2.036
656,ALPACADABRAZ,0.2673,0.0,102,"4,441",9.669
657,"Lionel Messi: ""The King Piece""",0.3,0.0,0,"1,479",2.500
658,HELIX Founder Pass Official,0.48,0.0,26,"2,465",5.000
659,Souiii,-,0.0,0,2,3
660,You by BFF,0.084,0.0,51,"5,786",10.000
661,Remarkable Women,0.029,0.0,3,"2,139",6.000
662,Cxllabs,-,0.0,0,51,2
663,Rags to Richie by Alec Monopoly,0.1479,0.0,34,"1,032",3.333
664,HD Punks,0.76,0.0,2,"1,166",10.000
665,Emotes by Heart You,2.25,0.0,43,"1,043",1.433
666,GOATz,0.115,0.0,46,"2,615",10.000
667,Deejins,-,0.0,0,"1,185",2.345
668,Armstrong Footprint GPS III SV05 Commemorative,-,0.0,0,244,272
669,Super Yeti,0.0613,0.0,23,"4,203",9.999
670,Incognito,0.029,0.0,2,"3,216",10.000
671,Koala Intelligence Agency,0.0749,0.0,8,"4,813",10.000
672,Producer C,-,0.0,0,"1,806",4.988
673,"I Like You, You're Weird",0.0816,0.0,21,"3,717",10.000
674,Ultiverse - Electric Sheep,0.98,0.0,19,"2,601",10.000
675,SupDucks,0.3265,0.0,209,"3,814",10.001
676,Assplosion,0.003,0.0,1,"2,212",5.000
677,SLOTHOPIA,0.0034,0.0,0,"1,487",3.333
678,MinionSilhouete,0.0009,0.0,17,"3,013",9.998
679,Dodoor NFT,0.125,0.0,1,400,1.000
680,Laid Back Llamas,0.1,0.0,7,"3,260",7.000
681,HOWLERZ,0.102,0.0,29,"2,137",5.000
682,NewHere,0.185,0.0,0,"1,083",3.498
683,WynLambo,0.045,0.0,2,"2,674",9.997
684,Cheebs NFT,0.01,0.0,16,"3,458",10.000
685,Hashflow,0.009,0.0,5,"19,142",30.007
686,CryptoDickbutts S3,3,0.0,239,"1,864",5.200
687,Illuvium IDO Collection,-,0.0,14,"1,966",21
688,AI42 Loops,0.018,0.0,0,"1,776",5.489
689,Trait Sniper,0.085,0.0,103,"2,810",3.333
690,Copa America 2021: Champions,-,0.0,0,9,10
691,BasedHeads,-,0.0,0,"3,274",10.000
692,MAX PAIN AND FRENS DRAWING BY XCOPY,7.2,0.0,0,74,100
693,Chubbiverse Frens,0.2,0.0,22,"2,688",8.888
694,RobosNFT,0.004,0.0,0,812,2.222
695,Alpha Shark,-,0.0,14,415,450
696,iNFT Assets by Alethea AI,-,0.0,0,1,1
697,Dr.Ji,1.2245,0.0,1,"1,543",3.000
698,Tony Hawk: Tuck-Knee,-,0.0,0,19,20
699,Rings Genesis by Nick Kuder,-,0.0,0,46,65
700,FoxyFam,0.089,0.0,1,"1,345",3.332
701,NICE NFT,-,0.0,0,"2,706",9.995
702,The Blitnauts,1.8367,0.0,24,623,1.518
703,Bad Kids Alley,0.0663,0.0,0,"3,447",8.888
704,BearBox,-,0.0,0,164,1
705,Anthony Hopkins - The Eternal,0.299,0.0,4,535,1.000
706,dontrug.me,0.5,0.0,0,"1,535",211
707,Marilyn Monroe: In Hollywood,-,0.0,0,1,1
708,Yakuza Cats Society,0.05,0.0,4,"2,701",8.929
709,Kureiji,0.01,0.0,6,"2,555",5.555
710,adidas Originals: Capsule Collection,0.12,0.0,42,"9,647",24.280
711,CurseTicket,-,0.0,0,523,1.000
712,Superfuzz: The Bad Batch,-,0.0,0,456,777
713,The Alien Boy,0.08,0.0,33,"3,346",10.000
714,Voyagers,0.001,0.0,2,"2,821",10.000
715,TheWickedStallions,0.009,0.0,0,"3,582",9.814
716,Space Punks Club,0.0888,0.0,21,"4,143",10.000
717,Nas: Memory Lane,-,0.0,0,8,8
718,Sillies,0.05,0.0,0,"1,234",3.333
719,Crypto Bull Society,0.0918,0.0,42,"3,903",7.777
720,TRVBPToken,0.5,0.0,0,"1,420",1
721,Quantum Art,0.2143,0.0,47,"1,404",4.091
722,EYE EYE EYE,-,0.0,0,"2,209",5.001
723,Shaquille O'Neal: With Authority,-,0.0,0,825,963
724,EDO2022,-,0.0,0,982,2.022
725,Fast Food Frens Collection,0.058,0.0,0,"1,757",5.555
726,NinjaFaith,-,0.0,0,546,1.962
727,Kolectiv,0.05,0.0,32,538,1.115
728,Catch & Cash: Lifted Climb,-,0.0,0,20,20
729,BabyBear,-,0.0,0,732,1.626
730,SOULS,0.08,0.0,0,"2,803",10.000
731,YuGiYn,0.2,0.0,42,"2,482",8.888
732,Azuki Golden Skateboard Shrine,-,0.0,0,6,9
733,Alien Frens Evolution,0.102,0.0,21,"6,442",12.175
734,Blockchain Miners Club,0.15,0.0,15,"1,071",11.111
735,PROOF OF {ART}WORK,-,0.0,0,44,70
736,aspiring chad,-,0.0,0,190,1
737,Ape Reunion,0.09,0.0,43,"3,177",10.000
738,FVCKRENDERVERSE// Open Edition by Fvckrender,-,0.0,0,124,225
739,omgkirby,0.066,0.0,1,"2,088",5.000
740,dcl://tech_tribal_marc0matic,-,0.0,0,31,167
741,Strange Connections NFT,0.022,0.0,0,"1,484",3.980
742,Lipsies,-,0.0,0,53,18
743,Your Daytime Fireworks - Firework Packets,-,0.0,4,875,1
744,Buzzed Bear Hideout,0.014,0.0,2,"2,632",9.999
745,SUN SIGNALS,-,0.0,0,416,701
746,Quantum,-,0.0,12,"1,552",2.000
747,Big Eye Rebellion,0.012,0.0,0,"1,993",9.997
748,Save the Martians,-,0.0,0,"4,092",14.998
749,Ascended NFT,0.039,0.0,19,"3,882",8.888
750,PeopleInThePlaceTheyLove,1.8152,0.0,41,715,1.000
751,77-Bit,0.11,0.0,909,"2,760",7.777
752,VividLimited,0.07,0.0,34,"3,432",8.888
753,Four Winds: A New Gale Giveaways by Blake Kathryn,-,0.0,0,4,4
754,"Lionel Messi: ""Man Of The Past""",-,0.0,0,66,75
755,More Than Gamers,0.044,0.0,22,"3,110",10.100
756,EtherThings,0.099,0.0,8,"2,271",9.754
757,Starlings,0.01,0.0,1,"2,711",10.101
758,Lumens by Vibes + Logic,0.0438,0.0,2,"2,218",8.888
759,Heavy Metal: Pon Valdur,-,0.0,0,1,1
760,Who Is Samot?,-,0.0,1,550,3.045
761,Mavia Land,0.299,0.0,67,"2,522",10.001
762,Space Poggers,0.003,0.0,1,"3,483",12.442
763,Arcade Land,0.085,0.0,409,"5,105",10.000
764,Osiris: Cosmic Kids,0.02,0.0,1,"2,414",9.998
765,Valeria Games Genesis Land,0.1069,0.0,10,"2,581",10.000
766,BullrunBabesToken,-,0.0,0,951,4.257
767,(B)APETAVERSE,0.1,0.0,58,"4,391",10.000
768,Grandpa Ape Country Club,0.124,0.0,87,"1,650",5.000
769,Lost Poets,0.228,0.0,76,"5,743",28.168
770,DopeApeClub,0.0331,0.0,24,"2,712",10.000
771,MURI,0.069,0.0,420,"5,372",10.000
772,Nas: The World is Yours,-,0.0,0,21,22
773,Bears Deluxe,0.4,0.0,128,"2,533",6.391
774,PartyDegenerates,0.05,0.0,49,"3,536",10.000
775,Okay Bears Yacht Club,0.012,0.0,34,"2,841",7.777
776,Dopey Ducklings,1,0.0,0,864,2.044
777,dcl://atari_launch,0.02,0.0,0,724,1.327
778,froyo cat,-,0.0,10,127,150
779,10K World Cup,-,0.0,18,"1,286",10.000
780,Trippies,0.0378,0.0,11,"1,931",10.000
781,Boonji Project,0.048,0.0,155,"4,499",11.111
782,ROBOROVSKI,0.004,0.0,2,"2,920",7.790
783,Peking Monsters Official,0.19,0.0,0,263,2.777
784,Legacy Noundles,-,0.0,1,"2,474",7.465
785,Nas: Life's a Bitch,-,0.0,0,16,17
786,Metamorphosis,0.08,0.0,11,"2,175",7.480
787,Casual Sloths,0.053,0.0,4,"1,641",4.444
788,VeeCon Tickets,0.45,0.0,46,"6,839",10.255
789,HAPE PRIME,0.394,0.0,1.843,"4,345",8.192
790,Sunday Journal - Secret Garden Bouquet,0.1,0.0,3,762,1.000
791,Phil Ivey: Ace Card,-,0.0,0,6,8
792,Chain Runners XR,0.014,0.0,1,"2,605",12.528
793,Terraforms by Mathcastles,4.0816,0.0,4.378.348,"1,994",9.902
794,Sora's Dreamworld,0.059,0.0,0,"3,590",9.998
795,Legends of Venari Alpha Pass,0.0744,0.0,4,"1,245",3.150
796,Robopets,0.034,0.0,13,"3,905",8.016
797,shroomz,-,0.0,1,"3,149",10.000
798,dGenesis dGen Automatons,-,0.0,0,"1,035",4.000
799,The Americans,0.005,0.0,8,"2,197",10.000
800,Luka Modrić: Submerse,-,0.0,0,1,1
801,This is Nouns,0.0359,0.0,6,"1,738",3.526
802,Girlies,0.049,0.0,61,"4,128",10.000
803,Bloot,0.05,0.0,3,"3,785",8.008
804,PEACEFUL GROUPIES,0.11,0.0,29,"2,348",10.000
805,ChainGuardians LE,-,0.0,0,651,1.162
806,Infamous,0.1837,0.0,6,894,5.555
807,PixelversePoops,0.032,0.0,31,"1,220",6.978
808,Chain Scouts,0.35,0.0,0,999,6.888
809,The-Last/Supper.nft,-,0.0,0,143,4
810,Chains,-,0.0,0,321,2.608
811,OnChainMonkey Dessert,-,0.0,30,"1,708",3
812,Dak Prescott: The D4KATRON Football,-,0.0,0,16,16
813,Where My Vans Go,-,0.0,0,68,78
814,EXOHAPE OG,0.0177,0.0,3,"3,707",8.192
815,Diamonds Club,0.5,0.0,0,295,538
816,The Modz,0.035,0.0,3,"2,461",5.554
817,Sandbox's LANDs,-,0.0,711,25,105.400
818,OSF's Red Lite District,88,0.0,22,181,210
819,Crypto Coven,0.32,0.0,388,"4,975",9.767
820,RKLSneakers,0.88,0.0,5,"1,428",3.148
821,Castle Kid,0.169,0.0,1,"4,467",10.000
822,Wonky Stonks,0.3469,0.0,12,"4,335",8.736
823,IslandG1,3.64,0.0,27,64,500
824,Mint Pass Mexico City | MPMX,-,0.0,1,1,1.000
825,PunkScape Relics,0.12,0.0,37,"2,959",10.000
826,Wilder Moto,0.288,0.0,5,"1,487",6.396
827,dcl://dg_atari_dillon_francis,0.0499,0.0,0,885,1.471
828,Crypto Corgis,0.05,0.0,0,"4,104",10.000
829,Club721 Membership,0.02,0.0,1,"1,743",1.961
830,Lil Pudgys,0.6327,0.0,240,"6,992",20.798
831,Flowtys,0.02,0.0,4,"3,418",10.000
832,HALFLINGS,0.0296,0.0,4,"2,123",10.000
833,Shindo,-,0.0,1,"2,143",5.555
834,grumpls,0.3658,0.0,20,"1,942",3.828
835,TheEnigma,-,0.0,11,179,8.000
836,WRLD Name Registration Pass,-,0.0,5,1,2
837,Maximalist,0.0071,0.0,0,"5,356",9.976
838,BabyLlama,0.1,0.0,0,"2,840",7.777
839,The Orbs,0.22,0.0,8,"1,317",3.333
840,boredassgoblins,0.0048,0.0,4,"2,697",10.018
841,Non-Fungible Films Cast & Crew,0.025,0.0,0,"2,734",5.555
842,PRESSURE STONE// by Fvckrender,-,0.0,0,10,10
843,X Rabbits Club,0.15,0.0,22,"3,007",7.500
844,RUDE BOY'S,-,0.0,5,"1,335",160
845,C3O,0.79,0.0,1,109,1
846,MetaTravelers: Nibiru,0.025,0.0,0,"2,814",7.777
847,TronWars,0.055,0.0,35,"4,340",8.888
848,Masks,1,0.0,4,"1,997",6.658
849,Shaquille O'Neal: Peak Dominance,-,0.0,0,1,1
850,Dak Prescott & Zeke Elliott: the JOURNi,-,0.0,0,10,10
851,888 Inner Circle - Orange Realm,0.009,0.0,0,"1,391",2.293
852,Yurei: The Lost Spirit,0.04,0.0,5,669,1.111
853,dcl://ethermon_wearables,-,0.0,0,34,184
854,Marilyn Monroe: Uy Scuti,-,0.0,0,1,1
855,Webaverse Genesis Pass,0.4535,0.0,110,"3,070",19.526
856,InStarToken,-,0.0,0,438,7.542
857,PUNKS: Origin Stories,0.2,0.0,13,"2,416",5.902
858,ThePicaroons,0.029,0.0,9,"2,905",10.000
859,troll-town.wtf,0.005,0.0,49,"2,564",9.999
860,Koin Games Dev Squad,0.33,0.0,1,"1,657",5.555
861,Lonely Frog Lambo Club,0.025,0.0,2,"3,526",9.998
862,Bad Influence,0.099,0.0,3,974,4.000
863,Psychedelics Anonymous Component #1,0.13,0.0,91,"1,552",9.595
864,Supreme Skulls,-,0.0,0,"1,498",4.040
865,Floppy,0.5,0.0,4,"4,262",10.001
866,Turf,0.0498,0.0,45,"2,003",5.041
867,Anderson Silva: Epic,-,0.0,0,82,119
868,Bapes Parental Certificate,-,0.0,0,"1,275",6.495
869,WhoopsiesDoopsies,0.1173,0.0,8,"1,716",6.125
870,COOLDOGS,0.1491,0.0,16,"2,254",4.998
871,Mihaverse Butterfly,0.01,0.0,0,609,1.111
872,ANIMO,0.0849,0.0,14,"3,125",10.000
873,Ethaliens,0.0067,0.0,14,"1,817",7.500
874,Rookies,0.008,0.0,0,"1,984",9.999
875,Phil Ivey: Jack Card,-,0.0,0,27,38
876,LEGION,0.0001,0.0,8,"3,197",7.778
877,Gucci,0.475,0.0,87,"3,072",4.252
878,dcl://dgtble_headspace,-,0.0,0,80,143
879,CryptoHoots Steampunk Parliament,0.2551,0.0,5,850,2.500
880,Larva Lads,0.095,0.0,15,"2,546",5.000
881,FLUF World: EGGs,0.12,0.0,1,"2,823",10.000
882,CyberKongz,2.69,0.0,2.150,"2,185",5.000
883,Polka City Asset,0.26,0.0,0,478,1.245
884,Shinsei Galverse Official,0.1,0.0,118,"3,973",8.888
885,Ghxsts Comics,0.5,0.0,51,781,1.754
886,RichKids,0.01,0.0,0,"3,019",7.387
887,MARK,-,0.0,0,161,500
888,GFT Atari 50th Anniversary,0.01,0.0,74,"4,218",10.000
889,Benji Bananas: Membership Pass,0.45,0.0,127,"2,877",1
890,Invisible Friends,1.999,0.0,853,"3,890",5.000
891,Tower of the Occult,0.05,0.0,10,"2,013",7.777
892,Somnium Space Items,-,0.0,0,61,389
893,Rare Land NFT,0.05,0.0,21,"4,016",10.001
894,NightmareImpTreasureBox,0.0484,0.0,2,761,16.811
895,Cloudmachine,0.06,0.0,0,"1,863",4.444
896,Maluma: Papi Flow,-,0.0,0,417,528
897,Silk,-,0.0,0,537,1
898,TRANSMISSIONS FROM ALIEN WORLD,0.003,0.0,0,224,500
899,"Bruce Lee: ""Cosmos: Universe""",-,0.0,0,123,200
900,Finiliar,0.4,0.0,38,"1,727",9.998
901,Moshi Mochi,0.05,0.0,26,"3,608",8.000
902,Krap Chickens,0.3,0.0,1,"1,507",3.463
903,Maluma: Papi Sand Time,-,0.0,0,13,20
904,Space Dinos,0.05,0.0,1,"3,808",9.527
905,PUNKS Comic,-,0.0,170,380,10.000
906,Monfters Club,0.0245,0.0,34,"3,417",8.000
907,GenX by HOK,0.123,0.0,12,"3,015",10.000
908,Luka Modrić: Champion,-,0.0,0,21,25
909,XANA: Genesis,0.97,0.0,8,"3,650",10.091
910,0xOG Pass by 0xStudio,0.499,0.0,78,452,498
911,The Art of Seasons,0.2359,0.0,658,"3,167",7.229
912,Corruptions,0.3622,0.0,12,"1,424",4.196
913,Bagner,0.03,0.0,3,"2,504",6.969
914,hausphases,0.144,0.0,166,"2,865",7.777
915,Farm Land by Pixels,0.2837,0.0,190,"2,015",5.000
916,Clementine's Nightmare,0.102,0.0,25,"2,997",5.000
917,Superfuzz: The Good Guys,0.01,0.0,0,"3,241",7.741
918,pksl,0.03,0.0,0,692,4.095
919,Fog by Process Grey,-,0.0,0,77,99
920,Ksoid,-,0.0,0,240,999
921,dcl://digital_alchemy,-,0.0,0,38,161
922,STARKADE: Legion,0.04,0.0,18,"1,474",7.015
923,Genesis.sol - [sol]Seedlings,-,0.0,0,278,495
924,DuckReligion,0.035,0.0,0,548,934
925,Fairy Fiends,0.01,0.0,0,"2,415",8.888
926,Party Ape Billionaire Club,0.089,0.0,4,"3,990",10.334
927,dcl://wz_wonderbot,-,0.0,0,12,54
928,Spookies,0.034,0.0,0,"2,627",8.887
929,Bitchcoin,0.888,0.0,1,291,3.291
930,Elftown.wtf,0.005,0.0,86,"4,331",10.000
931,Tie Dye Ninjas,-,0.0,2,"2,892",7.777
932,Cyclops Monkey Club,0.015,0.0,0,"4,239",6.666
933,Tribo Flameys,0.1,0.0,2,725,2.000
934,Non-Fungible Fungi Genesis,-,0.0,9,36,100
935,Laughing Skulls,-,0.0,0,"3,105",12
936,Reptile Armoury,0.0816,0.0,30,569,20.000
937,The Degenaissance,-,0.0,5,"2,279",2.500
938,Life goes on,-,0.0,0,"1,324",4.306
939,DEEPOBJECTS.ai - Collection 001,0.01,0.0,0,"3,652",10.000
940,Uncool Cats,0.1,0.0,2,"2,668",6.969
941,CosmicCowGirls,0.05,0.0,6,"3,290",6.969
942,Slotie,0.08,0.0,326,"3,789",9.954
943,EVERYBODYS,0.0294,0.0,14,"2,852",10.000
944,Monster Cave - Elder Torch,-,0.0,9,400,9.900
945,EightBit,0.14,0.0,627,"2,907",8.888
946,Goat Soup,0.1869,0.0,5,"1,979",3.744
947,The Box,0.0259,0.0,0,366,1.000
948,dcl://ml_pekingopera,-,0.0,0,13,131
949,Party Grandpa Retirement Club,-,0.0,0,"2,620",6.000
950,Colorglyphs,2.085,0.0,0,168,520
951,hauspets,0.08,0.0,8,"3,417",7.208
952,Untamed Elephants,0.017,0.0,4,"3,075",7.500
